Date,High,Low,Summary
22-10-30,29.0,17.0,"<div class=""gel-wrap""><span class="""">Sunny and light winds</span><span class=""wr-hide"">Sunny and light winds</span><span class=""wr-hide"">Sunny and light winds</span><span class=""wr-hide"">Sunny and light winds</span><span class=""wr-hide"">Sunny and light winds</span><span class=""wr-hide"">Sunny and light winds</span><span class=""wr-hide"">Sunny and light winds</span><span class=""wr-hide"">Sunny and light winds</span><span class=""wr-hide"">Sunny and light winds</span><span class=""wr-hide"">Sunny intervals and light winds</span><span class=""wr-hide"">Sunny intervals and light winds</span><span class=""wr-hide"">Sunny and light winds</span><span class=""wr-hide"">Sunny and light winds</span><span class=""wr-hide"">Sunny intervals and light winds</span></div>"
